Probe Set ID;Gene Title;Gene Symbol;Probe Position;NCBI;NCBI;Cluster;Correlation to FoxP3;TregSig;IL2ActnoFox;IL2Act;Act;TGFnoFox;TGF;FOXP3rv;ActCD4;ActCD4TGF;ActTreg;ActTregTGF;CTRLrv;FOXP3rv;Ctrlrv;Foxp3rv;sfActCD4;sfActCD4TGF;wtActCD4;wtActCD4TGF;ActCD8;ActCD8TGF;TconvThy;TregThy;TconvLN;TregLN;TconvSpN;TregSpN;TconvSpB;TregSpB;CD4AND;ActCD4AND
1458440_at;spectrin domain with coiled-coils 1;Specc1;chr11:61744910-61752258 (+) // 89.04 // qB2;72963;72963;4;0.113708949;2.18;16.14;16.23;0.85;0.71;1.5;1.04;229.7;729.5;169.6;531.3;176.8;184.2;108.5;107;477.2;339.8;432.3;650.1;57.4;162.6;35.2;105.7;39.6;107;29.6;64.4;26.6;65.6;26.9;22.8
1428393_at;neuritin 1;Nrn1;chr13:36167278-36176244 (-) // 90.37 // qA3.3;68404;68404;1;-0.033982029;2.17;1.03;2.09;0.46;0.86;0.55;3.08;410.1;148;449.6;172.2;350.4;1079.4;278.8;617.4;130.3;112.2;276.6;150.8;168.9;109.9;120.2;217.5;177.9;427.5;126.2;273.6;132.2;230.4;232.2;106.9
1422603_at;ribonuclease| RNase A family 4;Rnase4;chr14:43784544-43799011 (+) // 82.45 // qC1;58809;58809;1;0.319869869;2.16;1.37;1.21;1.65;1.31;4.7;1.03;94.8;149.5;109.3;178.5;89.4;92.4;92.8;102;131;172.1;67.5;317.7;156;265.3;53.3;199.7;70.7;228.1;95.3;206;56;98.1;36.6;60.6
1434307_at;transmembrane protein 64;Tmem64;chr4:15212295-15213852 (+) // 98.36 // qA2;100201;100201;4;0.038039138;2.15;2.67;2.77;0.57;0.59;1.26;1.42;1865.1;1646.3;2051.5;1831.8;1972.1;2804;2225.5;2532.4;745.2;441.8;808.4;1017.4;459.2;309.8;662.8;1180;483;845.1;278.6;599.9;291.6;781.8;307.4;175.8
1421457_a_at;SAM domain| SH3 domain and nuclear localization signals| 1;Samsn1;chr16:76216403-76266578 (-) // 99.85 // qC3.1;67742;67742;5;-0.028393507;2.15;8.24;8.99;0.93;0.52;0.53;1.24;160.6;199.5;289.2;200.5;185.6;229.4;141;156.6;565.3;294.6;516.6;274;130.1;133.2;103.9;324.8;98;214.2;68.6;147.6;57.5;181;211.1;196.9
1424112_at;insulin-like growth factor 2 receptor;Igf2r;chr17:12091525-12179328 (-) // 98.1 // qA1;16004;16004;1;0.43685584;2.14;1.1;1.13;0.68;1.35;3.82;0.98;231.9;484.3;433.1;918.5;294.8;290.2;302.8;301.3;224.9;303.8;207.9;793.8;450.3;577;421.6;1359.7;305;732.2;204.5;437.6;183.9;438.3;377.5;255.2
1427202_at;RIKEN cDNA 4833442J19 gene;4833442J19Rik;chr6:149297314-149298139 (+) // 74.22 // qG3;30888;30888;1;0.37627844;2.14;0.63;0.86;0.79;0.62;1.84;1.12;794;662.9;472.2;547.4;886.7;996.5;1259.6;1232.4;258.3;159.5;285.6;525;667;806.3;184.5;522.6;368.4;875.9;411.9;882.2;333.6;1076.2;138;109.7
1427736_a_at;chemokine (C-C motif) receptor-like 2;Ccrl2;chr9:111059893-111061882 (-) // 96.28 // qF3;54199;54199;1;0.251414729;2.14;1.79;1.46;0.73;0.62;0.75;1.66;152.3;89.4;191.5;127;158.8;264.2;137;194.3;170.6;106;150.6;113.5;186.3;219.1;71.9;189.4;73.5;189.1;95.2;203.5;103.2;172.9;67.4;49.2
1444283_at;GTPase| IMAP family member 7;Gimap7;chr6:48629613-48630619 (+) // 91.75 // qB2.3;231932;231932;3;-0.059724942;2.14;3.71;1.82;1.68;0.47;0.45;1.67;118.9;59.2;126.6;56.2;182.6;304;221.2;228.8;381;177.4;210.1;95.1;579;211.4;132.5;123.5;192.1;325.1;102.7;220.1;115.5;261;75.9;127.1
1426889_at;RIKEN cDNA 4930566A11 gene;4930566A11Rik;chr8:109020651-109040235 (+) // 94.63 // qD3;75871;75871;1;0.836122934;2.13;0.99;1.34;0.68;0.97;0.94;1.29;58.5;75.1;64.2;56.8;52.7;67.8;55;51.1;54.3;52.8;58.8;55.3;61.9;58.7;68.4;82.5;43.1;65.9;55;117;43.7;94.4;65.7;44.9
1456609_at;calcium/calmodulin-dependent protein kinase II inhibitor 1;Camk2n1;chr4:136909035-136911929 (+) // 86.8 // qD3;66259;66259;4;0.278942219;2.13;2.47;1.19;0.94;1.76;9.48;1.23;45;557.8;60.9;401.6;49.8;61.4;60.1;72;66.9;118;48;454.8;169.9;280.6;48.2;89.5;40.4;94.5;27.1;57.7;40.4;69;43.6;41
1425570_at;signaling lymphocytic activation molecule family member 1;Slamf1;chr1:171838358-171872592 (+) // 87.94 // qH3;---;---;1;0.672315982;2.12;1.4;1.9;1.46;0.79;0.93;1.21;502.7;561.5;764.2;527.7;542.9;655.2;444.1;501.2;519.5;408.6;519.1;484;331.5;268.5;375.1;687.9;241.9;699.2;372;786.8;273.3;637.9;206.4;300.5
1426462_at;gephyrin;Gphn;chr12:73910408-73982211 (+) // 88.75 // qC3;268566;268566;1;0.649132214;2.12;1.14;1.5;1.14;1.31;1.27;1.34;118.5;212.2;210.2;256;116;155.6;82.7;123;103;134.5;146.2;185.9;114;111.6;87;130.1;79.1;167.7;90.6;191.9;97.6;155.2;70.7;80.4
1436196_at;hypothetical protein C030046G05;C030046G05;chr11:23632418-23633305 (-) // 58.1 // qA3.2;327885;327885;6;0.566075807;2.11;0.75;0.92;0.49;1.17;1.97;1.2;281.4;436.4;535.1;515.5;321.9;386.5;312.2;398.6;177.4;207.2;169.9;334.1;295.3;286.1;319.8;910.6;265.2;518.8;235.5;496.4;184;517.6;547.5;266.6
1435342_at;potassium inwardly-rectifying channel| subfamily K| member 6;Kcnk6;chrX:52662854-52663432 (-) // 39.39 // qA5 /// chr7:1;52150;52150;4;0.253080893;2.11;2.91;2.69;1.28;1.14;2.06;1.02;140.7;432.7;205.4;351.2;163.7;167.4;153.8;141.9;190.6;216.7;160;330.3;212.3;291.9;63.2;148.5;77.7;220.2;65.4;138;59.5;107.3;52.5;67.5
1424015_at;Rab6 interacting protein 1;Rab6ip1;chr7:97164139-97230760 (-) // 95.97 // qE3;19347;19347;4;0.051210556;2.11;3.54;5.39;0.61;0.79;0.53;0.86;2275.4;1609.6;1758.8;1471.9;2115.6;1809.6;1261.4;1408;1906.6;1502.1;2157.3;1145.8;1103.8;902.7;265.1;661.3;372.7;1032.4;538;1134.2;400;1132.7;139.3;85.1
1428114_at;solute carrier family 14 (urea transporter)| member 1;Slc14a1;chr18:78520423-78522034 (-) // 72.04 // qE3;108052;108052;6;0.70190426;2.1;0.24;0.22;0.91;0.96;1.01;1.18;56.4;47.3;139.7;58.5;37.3;44.1;46;61.6;21.5;20.6;21;21.3;64.8;48;65.9;125.2;93.5;216.5;88.7;186.1;94.5;215.7;38.6;35.1
1452583_s_at;galactose mutarotase;Galm;chr17:78675342-78732989 (+) // 90.93 // qE3;319625;319625;1;0.385563253;2.1;1.37;1.37;0.92;2.71;2.35;1.25;75.4;134.8;96.7;80.7;89.4;111.3;68;92;91.7;248.2;105.1;247;49.9;94.4;65;150.7;88.3;314.6;66.8;140.1;76.6;148.7;62.9;57.9
1453851_a_at;growth arrest and DNA-damage-inducible 45 gamma;Gadd45g;chr13:50873435-50875226 (+) // 98.06 // qA5;23882;23882;5;-0.104284914;2.09;10.53;12.9;0.89;0.83;0.33;1.49;147.2;136.1;250.4;124.2;107.8;160.7;39.8;52.8;410;338.8;353.2;115.1;103;69.2;27.6;91.1;45.1;70.2;38.9;81.2;27.4;85.4;43.8;38.9
1433735_a_at;transmembrane protein 64;Tmem64;chr4:15193228-15212790 (+) // 90.93 // qA2;100201;100201;1;0.430908508;2.07;1.29;1.09;0.41;0.62;1.23;1.08;3467.6;3103.3;3968.7;3430.2;3664.5;3959.7;4283.8;4290.4;2007.5;1250;1791.1;2208.8;1304.2;944.9;1900.8;2871.1;1451.5;3029.2;1556.4;3222.8;1645.5;3683.7;1001.8;413.5
1459091_at;---;---;chr9:96631448-96632582 (-) // 95.06 // qE3.3;---;---;5;-0.049229077;2.07;10.1;4.72;0.75;0.34;0.18;0.79;95.7;71.4;46.5;43.3;96.7;76;58.4;67.2;417.7;140.9;259.1;47.9;47.3;51.2;45.3;87.4;71.3;310.3;41.4;85.6;54.8;104.6;27.3;20.5
1447757_x_at;inositol polyphosphate-5-phosphatase F;Inpp5f;chr7:116174163-116174425 (+) // 96.56 // qF3;101490;101490;6;0.735854153;2.06;0.13;0.29;0.45;1.1;1.25;1.27;119.5;130;226.8;218.6;104;132.5;137.8;165.8;76.5;84.4;119.5;148.8;94.7;73.6;209.5;596;425.3;1300.3;567.3;1169;409.9;1165.4;246.2;111.4
1458933_at;RIKEN cDNA A530052I06 gene;A530052I06Rik;chr3:101787170-101787833 (-) // 73.15 // qF2.2;99953;99953;6;0.686874966;2.06;0.98;1.07;1.5;0.97;1.52;1.25;33.7;55;60.9;70.8;35.5;44.4;41.8;46.2;58.4;56.5;45.8;69.5;78.9;55.3;40.3;76.9;45.1;156.9;59.3;122.3;42.8;85.2;32;48
1455418_at;Transcribed locus;---;chr10:53307676-53308827 (-) // 97.04 // qB3;---;---;6;0.55689063;2.06;0.82;1.69;0.59;0.71;0.51;1.22;222.8;108.9;288.4;159.7;170.2;207.5;141;170.9;116.7;83.3;187.6;95.4;74.5;77.7;156.3;368.2;143.5;401.1;142.1;293.1;110.8;292.3;123.5;72.9
1441045_at;---;---;chr9:78814725-78820194 (+) // 97.91 // qE1;---;---;4;0.307173759;2.06;1.31;3.6;0.76;0.67;0.8;1.07;153.4;115.6;306.8;196.8;161;172;91.6;87;113.7;75.7;139.2;111;108.4;114.6;104;152.7;58;204.7;86.8;178.9;38.7;65.6;68.1;51.9
1420760_s_at;N-myc downstream regulated-like;Ndrl;chr15:67198971-67239271 (-) // 92.39 // qD2;17990;17990;4;0.015182454;2.06;2.95;4.72;1.03;0.43;0.65;0.92;5576.7;5002.1;3846.1;2355.4;4111.6;3790.5;2961.2;3063.8;1904.8;814.6;2461.2;1594.8;555.6;499.9;1000.9;1127.5;276.7;515.6;645.2;1326.2;521.7;828;304.7;313.8
1438724_at;oxysterol binding protein-like 3;Osbpl3;chr6:50243964-50246561 (-) // 99.15 // qB2.3;---;---;4;-0.083741855;2.06;3.16;3.1;1.59;0.91;1.03;0.79;203.5;112.4;153.1;88.2;204.4;161.2;159.4;125.2;90.7;82.9;79.7;81.8;138.3;68.7;24.8;123.2;32.9;146.7;28.7;59.2;25.7;39;20.5;32.5
1457548_at;A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif| 6;Adamts6;chr13:101188914-101189559 (+) // 99.06 // qD1;108154;108154;4;0.377927029;2.04;0.71;1.75;0.84;1.59;5.6;1.33;149.5;537.2;371.5;780.5;112.3;149;106;127.8;69.8;111.1;81.2;454.9;97.1;284.5;114.2;271.4;67.8;189.2;97.9;199.9;46.5;77.5;79.2;66.2
1437277_x_at;transglutaminase 2| C polypeptide;Tgm2;chr2:158179751-158180011 (-) // 78.31 // qH1;21817;21817;5;-0.240180095;2.04;20.02;57.65;1.09;1.32;0.11;2.71;716.7;117.4;264.3;57.4;212.6;575.4;65.2;115.6;953.7;1256.9;2609.9;298.5;64.9;69.4;51;53.5;55.8;88.6;47.6;97.3;45.3;69.9;41;44.7
1416359_at;sorting nexin associated golgi protein 1;Snag1;chr13:110536743-110565543 (-) // 97.85 // qD2.2;---;---;6;0.827169695;2.03;1.12;1.14;0.58;0.96;1.02;1.34;569.7;695;771.7;816.6;518.7;693;521.2;660.4;786.1;757.4;712;725.4;536.1;548.8;495.5;1350.6;477;1005.6;704.9;1427.8;623.5;1333.9;706.7;413.3
1421891_at;ST3 beta-galactoside alpha-2|3-sialyltransferase 2;St3gal2;chr8:110283427-110298880 (+) // 94.49 // qE1;20444;20444;4;0.238518393;2.03;2.76;3.33;0.64;0.79;0.95;1.4;124.5;136.5;179.4;143.8;106.9;149.7;42.2;63.4;137.4;108.8;154.5;146.3;30.3;28.2;55.5;74.3;47.4;72.6;49.8;101.2;46.4;84.4;40.5;25.8
1451264_at;FERM domain containing 6;Frmd6;chr12:66157039-66169233 (+) // 93.91 // qC2 /// chr10;319710;319710;6;0.635924966;2.01;0.85;0.96;0.33;0.7;0.52;1.4;362.8;253.7;299.5;408.3;265;371.3;319.6;509.9;290.1;203.5;307.6;161.2;170.3;159.1;419.7;598.5;347.5;768.7;341.5;685.3;319.4;757.4;362.2;120.2
1449072_a_at;RIKEN cDNA 2510005D08 gene;2510005D08Rik;chr14:49538101-49558176 (-) // 89.78 // qC2;68043;68043;4;0.564383857;2.01;1.22;1.44;1.22;1.31;1.64;1.06;364.1;658.5;495.9;689.4;435.2;459.2;349.8;394.2;405.3;531.1;489.5;803.2;286.2;302.7;358.1;545;309.9;570.6;332.3;668.8;341;639;577.2;705.4
1455034_at;Nuclear receptor subfamily 4| group A| member 2;Nr4a2;chr2:57060197-57060714 (-) // 58.18 // qC1.1;---;---;6;0.346430397;2.01;1.74;1.68;1.16;1.16;0.69;1.02;20;20;20.2;20;20;20.3;20;20;34.8;40.4;33.5;23.2;38.9;22.4;20;78.3;22.8;44;20;40.3;20;33;13.3;15.4
1428938_at;guanine nucleotide binding protein| alpha q polypeptide;Gnaq;chr19:15663082-15665928 (+) // 95.54 // qA;14682;14682;4;0.190914231;2.01;5.82;6.55;1.02;1.15;2.39;1.99;346.4;745.3;686.1;682.9;286.5;570.7;221.5;317.4;313.1;361;258.7;617.1;128.3;175.5;74.7;126.5;94.2;269.6;53.8;108;39.5;86;19.2;19.7
1435338_at;cyclin-dependent kinase 6;Cdk6;chr5:3533740-3537014 (+) // 98.19 // qA1;330039;330039;4;-0.063696007;2.01;8.36;12.18;3.53;1.25;0.62;1.02;2680.9;2057;1867.5;2233;1860.2;1900.1;849.7;1113;2464.7;3073.4;2721.9;1690.5;1282.7;705;660.3;1994.6;258.8;542.3;294.8;591.5;223.5;602.3;174;614.3
1440536_at;Solute carrier family 22 (organic cation transporter)| member 5;Slc22a5;chr11:53510169-53510658 (-) // 67.14 // qB1.3;---;---;6;0.810583887;2;0.63;0.77;0.88;1.12;1.03;0.97;53.5;61.3;53.2;60.5;49.8;48.3;57.7;49.8;45.3;50.8;50.4;51.7;59.2;55.6;62.8;72;62.9;157.8;72;144;65.4;165.4;60.8;53.8
1434438_at;SAM domain and HD domain| 1;Samhd1;chr2:157160882-157162442 (-) // 74.54 // qH1;56045;56045;1;0.596618058;2;0.91;0.67;1.45;0.56;1.43;1.22;1788.5;2183.8;1975.1;2132.4;2388.6;2915.7;2437.8;2827.8;1935;1089.7;1419.1;2026;2944.2;3917.5;554.3;1616.8;1278.6;2527.1;2130.2;4270.9;2125.9;4500.5;1325.6;1917.9
1455978_a_at;matrilin 2;Matn2;chr15:34488784-34488976 (+) // 67.73 // qB3.1;17181;17181;6;0.448899324;2;1;1;2.3;1;1;1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;42.4;20;281.8;20;40;20;141.4;6.8;15.5
1456022_at;homeodomain interacting protein kinase 2;Hipk2;chr6:38619686-38621438 (-) // 88.47 // qB1;320053;320053;5;0.646938376;1.98;1.9;1.6;0.51;0.74;1.24;1.23;229.3;564.7;386.5;546.2;209.7;258.5;197.6;251.8;536.7;395.1;435.3;537.9;210.2;265.1;120.8;242.8;195.8;315.8;282.4;560.4;271.3;536.4;204.9;104.9
1426794_at;protein tyrosine phosphatase| receptor type| S;Ptprs;chr17:54690672-54754626 (-) // 96.4 // qC;19280;19280;5;0.426287618;1.98;1.55;2.22;0.95;1.02;1.05;0.96;242.4;229.8;259.1;245.3;214.8;206.6;196.5;206;234.8;239.8;271.8;284.3;326.3;173.6;222.8;542.7;111.8;312.6;151.1;299.8;122.4;244.7;105.2;100.1
1440960_at;3 days neonate thymus cDNA| RIKEN full-length enriched library| clone:A630060L04 product:unclassifiable| full insert sequence;---;chr5:105100827-105129691 (-) // 13.8 // qE5;---;---;3;-0.086980028;1.98;1.99;1.62;0.9;1.12;0.98;0.98;32.8;35.1;33.8;36.2;34.1;33.5;43.8;51.8;47.7;53.2;34.6;34;201.6;240.9;123;140.7;47.2;96.8;24;47.6;21.3;40.4;39.2;35.3
1429314_at;synaptotagmin XI;Syt11;chr3:89238124-89239754 (-) // 83.64 // qF1;229521;229521;6;0.496722351;1.97;1.07;0.89;2.39;0.9;1.46;1.09;149.8;168.4;260.6;253.4;177.1;193.7;188.6;186.9;195.8;176.8;144.8;211.6;255;200.4;172.5;409.3;281.1;498.7;183.6;361.1;163.4;356.6;193;460.9
1451998_at;taspase| threonine aspartase 1;Tasp1;chr2:139582502-139815786 (-) // 97.72 // qF3;75812;75812;4;0.328543293;1.97;3.1;3.04;0.87;1.26;1.83;1.37;202.5;504.3;526.4;330.1;257.2;353;101.2;153.1;74.5;93.9;265.9;485.7;35.6;54.5;34;79.6;196.7;485.6;24;47.4;87.5;201.7;42.7;37.1
1424760_a_at;SET and MYND domain containing 2;Smyd2;chr1:189745555-189787643 (-) // 98.98 // qH6;226830;226830;5;0.083848297;1.97;3.32;5.43;0.88;1.68;1.03;0.96;330.4;372.9;327.7;277;197.3;189.1;127.3;142.5;389.2;653.5;490.5;506;166.8;145.8;116.4;310.3;86.3;150.7;117.2;230.6;90.4;165.1;74;64.8
1452123_s_at;FERM domain containing 4B;Frmd4b;chr6:97664097-97994461 (-) // 98.75 // qD3;232288;232288;5;-0.135186312;1.97;6.15;4.57;4.53;1.2;1.25;1.22;66.7;86.1;78;87.3;72.9;88.8;44.6;68;407.2;488.9;187;234.6;84.1;177.3;52.2;123.2;61.2;135.4;66.2;130.7;40.9;81.8;56.4;255.6
1437393_at;expressed sequence AI875142;AI875142;chr11:107604512-107608070 (-) // 97.45 // qE1;103885;103885;6;0.662914507;1.96;0.56;0.47;0.67;1.21;1.61;1.02;645.1;875.7;696.5;841.6;596.6;611.2;643.2;758;286.2;346.2;374.1;601.7;691.8;584.1;598.3;897.7;948.1;1706.6;512.1;1001.2;803.8;1492;930.4;625.2
1424810_at;taspase| threonine aspartase 1;Tasp1;chr2:139725241-139734215 (-) // 56.02 // qF3;75812;75812;4;0.314448672;1.96;2.87;2.27;1.41;1.04;2.14;1.21;195.8;411.3;410.3;315;221.8;268.7;101.2;137;115;120.2;190.1;406.6;60.8;70.3;53.3;94.6;139.7;270;40;78.6;83.6;163.9;83.4;117.9
1436997_x_at;SH3-binding domain glutamic acid-rich protein like;Sh3bgrl;chrX:100566533-100566826 (+) // 89.85 // qD;56726;56726;5;0.192990866;1.96;2.86;2.34;2.03;0.92;1.31;0.97;1163.9;1025.9;1853.5;1545;1463.9;1421.2;1507.6;1322.6;1887.7;1745.2;1482.4;1946;1558.4;1457.4;627.6;1389.3;893;2032.8;659.1;1293;634.8;1187.1;364.2;739.8
1439943_at;vacuolar protein sorting 54 (yeast);Vps54;chr11:21173563-21174184 (+) // 99.84 // qA3.1;245944;245944;3;-0.027376053;1.96;3.81;2.83;1.31;1.24;1.81;0.97;155.8;209.1;227.9;200.9;158.3;154.2;133.6;143.4;165.2;205.4;133.6;241.6;330.9;712.8;95.6;179.7;108.1;308.8;43.3;84.8;47.2;77.7;50.9;66.9
1458504_at;zinc finger CCCH type containing 12D;Zc3h12d;chr10:7540441-7541456 (+) // 61.46 // qA1 /// chr10_r;237256;237256;6;0.238369911;1.95;0.52;0.38;0.91;0.97;1.38;1.46;437.5;535.8;768.8;740.6;444.1;649;668;831.6;270.3;261.7;322.9;445.1;710.5;657.9;425.2;908.2;1658.3;2731;524.1;1023.2;845.7;1432.6;2070.9;1884.2
1431213_a_at;RIKEN cDNA 1300007C21 gene /// similar to RIKEN cDNA 1300007C21 gene /// similar to NADH-ubiquinone oxidoreductase MWFE subunit (Complex I-MWFE) (CI-MWFE) /// hypothetical protein LOC670993 /// hypothetical protein LOC673100;1300007C21Rik /// LOC668462 /// LOC668581 /// LOC670993 /// LOC673100;---;---;---;4;0.027882446;1.95;9.13;16.89;1.2;1.27;2.58;1.04;715.6;1042.1;1064.1;1406.7;851.7;885.1;727.9;631.5;622.2;789.3;522;1346.8;1114.9;1283.7;235.2;851.3;142.1;541.1;68.2;132.9;30.9;89.8;12.1;14.4
1425084_at;GTPase| IMAP family member 7;Gimap7;chr6:48629569-48635585 (+) // 89.61 // qB2.3;231932;231932;3;-0.078763983;1.95;2.44;1.05;3.46;0.51;0.27;1.38;592.9;127.3;464.1;98.9;890;1231.1;1108.6;1273.4;1184.4;609.1;786;209.4;2472.6;838.4;315.7;287;497.5;850.4;484.7;945.8;751.3;1415.8;312.3;1079.3
1437467_at;activated leukocyte cell adhesion molecule;Alcam;chr16:52176226-52178216 (-) // 93.83 // qB5;11658;11658;5;-0.120543815;1.95;8.71;9.31;11.73;0.64;0.55;1.2;24.3;24.2;95.8;78;22.1;26.6;20.4;24.2;211.7;136.4;198.6;109.6;244.4;53.9;21.4;61.9;81.5;362.2;24.3;47.4;21.3;41.7;62.6;733.8
1459914_at;RIKEN cDNA 2810402A17 gene;2810402A17Rik;chrX:126988278-126989145 (-) // 78.54 // qF1;67062;67062;3;-0.01582438;1.94;1.76;2.03;0.93;0.54;0.58;1.1;159.5;117.8;199.5;200.2;160.5;175.9;179.2;168.8;339.7;183.6;409.8;236.4;1088.4;1004.6;145.3;227.3;216.7;408.3;193.4;375.2;201.8;309.4;143.4;133.6
1451012_a_at;cold shock domain protein A;Csda;chr6:131672967-131696560 (-) // 85.87 // qF3;56449;56449;5;-0.113923543;1.94;5.72;12.1;3.35;0.86;0.55;0.97;394.6;280.5;358.2;275.4;266.3;258.6;174.2;183.8;729.8;628.8;785.6;433;353;161.1;124;478.2;65.8;218.9;127.5;247.6;64.9;199.2;188.7;631.6
1428107_at;SH3-binding domain glutamic acid-rich protein like;Sh3bgrl;chrX:100565697-100566827 (+) // 97.5 // qD;56726;56726;4;-0.141117258;1.94;9.72;9.1;3.87;0.93;1.1;0.97;622.9;532;1073.8;766.4;782.9;756.9;687.5;634.8;1082.4;1007.1;898;989.5;582.6;575.8;237.6;480.5;274.2;671.5;111.3;215.8;98.7;255.9;106;410.8
1455287_at;cyclin-dependent kinase 6;Cdk6;chr5:3533740-3537014 (+) // 98.19 // qA1;330039;330039;4;-0.00020133;1.93;14.37;4.39;3.12;1.16;0.72;1.03;1071.9;900.3;800;805.7;683.3;700.4;335;425.2;930.3;1081.9;963.8;690.9;541.2;314.4;274.7;990.8;240;525.2;64.7;124.7;219.4;470;150.1;468
1442100_at;inositol polyphosphate-5-phosphatase F;Inpp5f;chr7:116088681-116141923 (+) // 99.46 // qF3;101490;101490;6;0.573262258;1.92;0.63;0.68;0.74;1.18;1.32;1.03;29.3;29.7;25.8;36;25.7;26.5;34.4;27.2;24.3;28.6;25.6;33.8;34.8;26.9;42;69.9;57.3;117.5;38.5;73.8;37.7;63.5;39.7;29.4
1428113_at;transmembrane and tetratricopeptide repeat containing 4;Tmtc4;chr14:115251104-115282720 (-) // 89.31 // qE5;70551;70551;5;0.360077159;1.92;1.37;2.17;0.71;0.9;0.49;0.98;563.4;324.9;569.4;459.9;568.3;558.3;356.4;423;497.2;445.7;704.8;342.7;443.6;220.2;228;341.1;359.1;691.8;362;694.8;324.1;555.2;362.4;258.3
1427167_at;expressed sequence AI448196;AI448196;chrX:124701977-124703901 (+) // 93.54 // qE3;102910;102910;4;0.222601135;1.92;4.88;8.3;0.85;1.08;1.58;0.81;239.7;384.1;317.5;540.7;129.4;104.3;86;78.4;175;189.6;270.7;429;155.1;85.1;82.7;159.1;41.4;136.8;35.9;68.7;32.6;62.3;46.1;39.3
1426063_a_at;GTP binding protein (gene overexpressed in skeletal muscle);Gem;chr4:11632129-11641072 (+) // 97.38 // qA1;14579;14579;4;0.07136572;1.92;8.71;4.99;1.45;1.35;1.3;1.04;28.8;177;110;249.2;48.5;50.4;33.9;37.2;174.1;234.5;99.9;129.4;128.7;175.6;21.1;56.7;20;59.8;20;38.5;20;33.6;21;30.5
1420895_at;transforming growth factor| beta receptor I;Tgfbr1;chr4:46598350-46660017 (+) // 98.44 // qB1;21812;21812;1;0.453044735;1.91;1.78;2.28;0.68;1.12;2.01;1.19;908.1;1568.1;1905.5;2592;1043.9;1240.6;895.5;939.8;1033.9;1159.7;1173.6;2359;784.5;1065.6;997.3;2557.9;791.6;2648.6;581.4;1109.5;514.8;1165.1;327.6;221.3
1419043_a_at;interferon inducible GTPase 1;Iigp1;chr18:60904905-60908318 (+) // 68.14 // qD3;60440;60440;5;-0.214103147;1.91;11.31;12.35;1.8;1.67;1.38;1.82;159.6;141.1;251.1;648.4;555.9;1009.7;144.1;240.7;1640.9;2741.5;958.5;1320.3;871.2;2226.8;114.1;107;348.3;950.8;145.1;277.5;77.6;128.8;162.9;293.2
1417513_at;ecotropic viral integration site 5;Evi5;chr5:105186475-105316759 (-) // 93.07 // qE5;14020;14020;4;0.212034642;1.9;3.46;3.4;0.58;0.87;1.93;1.55;81.6;169.3;105.4;176;71.8;111.1;88.5;115.4;173.5;151.3;165.3;319.1;100.6;136.9;63.8;155.4;66.2;129.9;50.2;95.3;48.6;96.6;62.1;36
1423824_at;G protein-coupled receptor 177;Gpr177;chr3:160475579-160572780 (+) // 92.03 // qH4;68151;68151;1;0.383883916;1.89;1.13;1.07;0.88;1.12;0.93;1.55;49.7;55.6;107;86;52;80.3;50.6;58.2;39.9;44.6;37.8;35.2;62.6;70.3;69.3;89;38.2;171.2;35.4;67;35.3;64.5;46.6;40.8
1435771_at;phospholipase C| beta 4;Plcb4;chr2:135762940-135763616 (+) // 97.69 // qF3;18798;18798;6;0.300364894;1.89;2.75;2.58;0.96;0.63;0.36;1.33;74.9;53.3;119;71.8;65.3;86.6;64.6;75;361.5;228.3;273.6;97.8;59.8;44.3;162.4;471.4;179.3;597.9;131.6;248.8;106;199.8;33.3;31.9
1420353_at;lymphotoxin A;Lta;chr17:33698658-33700161 (-) // 88.85 // qB1;16992;16992;4;0.292189656;1.89;1.82;3.5;0.42;3.97;2.29;1.42;464.3;959;608.9;637.3;206;291.8;104.8;114.7;203.6;809.3;384.5;880.7;122.1;93.1;99.9;251.7;99;225.9;111.8;211.5;110;247.9;139.3;58.1
1456060_at;avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog;Maf;chr8:115077508-115080447 (-) // 90.79 // qE1;17132;17132;5;0.0044205;1.89;6.88;7.35;17.79;0.79;0.83;1.35;84.8;386.9;200.9;503.5;59.7;80.6;61.8;81;2588.2;2032.7;1104.1;916;34.1;88.1;208.6;1281.8;1415.7;2874.8;376.1;712;150.1;353.4;100.6;1789.9
1436614_at;expressed sequence AI843639;AI843639;chr18:57275130-57275598 (-) // 89.19 // qD3;---;---;1;0.209594922;1.88;0.27;0.73;0.58;4.2;1.55;1.47;275.8;168;259.9;225.2;242.3;355.6;258.2;447.3;83;348.8;154.8;239.3;556.3;1274.4;60.2;254;343.6;1438.4;307.2;577.8;213.3;365;110.7;64
1428626_at;LysM| putative peptidoglycan-binding| domain containing 2;Lysmd2;chr9:75959709-75971814 (+) // 97.51 // qD;70082;70082;1;0.484225068;1.87;1.58;1.82;0.75;1.03;1.17;0.96;273;238.2;304.7;322.8;262.2;250.7;297.2;287.8;338.8;348.2;363.4;423.6;383.9;466.9;237.7;411.6;229.6;497.9;214.3;400.7;199.2;451.5;55.4;41.4
