Probe Set ID	Gene Title	Gene Symbol	Probe Position	NCBI	NCBI	Cluster	Correlation to FoxP3	TregSig	IL2ActnoFox	IL2Act	Act	TGFnoFox	TGF	FOXP3rv	ActCD4	ActCD4TGF	ActTreg	ActTregTGF	CTRLrv	FOXP3rv	Ctrlrv	Foxp3rv	sfActCD4	sfActCD4TGF	wtActCD4	wtActCD4TGF	ActCD8	ActCD8TGF	TconvThy	TregThy	TconvLN	TregLN	TconvSpN	TregSpN	TconvSpB	TregSpB	CD4AND	ActCD4AND		TregSig	Fold change of (TregLN, TregSpN, TregSpB)/(TconvLN, TconvSpN, TconvSpB)
1456174_x_at	N-myc downstream regulated gene 1	Ndrg1	chr15:67198967-67199215 (-) // 78.59 // qD2	17988	17988	4	0.05	2.2	2.4	4.1	0.9	0.4	0.7	0.8	3297	3012	2348	1281	2372	2003	1704	1769	988	414	1363	884	302	262	507	576	163	319	407	902	332	550	264	231			
1458440_at	spectrin domain with coiled-coils 1	Specc1	chr11:61744910-61752258 (+) // 89.04 // qB2	72963	72963	4	0.11	2.2	16.1	16.2	0.9	0.7	1.5	1.0	230	730	170	531	177	184	109	107	477	340	432	650	57	163	35	106	40	107	30	64	27	66	27	23			
1434307_at	transmembrane protein 64	Tmem64	chr4:15212295-15213852 (+) // 98.36 // qA2	100201	100201	4	0.04	2.2	2.7	2.8	0.6	0.6	1.3	1.4	1865	1646	2052	1832	1972	2804	2226	2532	745	442	808	1017	459	310	663	1180	483	845	279	600	292	782	307	176			
1456609_at	calcium/calmodulin-dependent protein kinase II inhibitor 1	Camk2n1	chr4:136909035-136911929 (+) // 86.8 // qD3	66259	66259	4	0.28	2.1	2.5	1.2	0.9	1.8	9.5	1.2	45	558	61	402	50	61	60	72	67	118	48	455	170	281	48	90	40	95	27	58	40	69	44	41			
1424015_at	Rab6 interacting protein 1	Rab6ip1	chr7:97164139-97230760 (-) // 95.97 // qE3	19347	19347	4	0.05	2.1	3.5	5.4	0.6	0.8	0.5	0.9	2275	1610	1759	1472	2116	1810	1261	1408	1907	1502	2157	1146	1104	903	265	661	373	1032	538	1134	400	1133	139	85			
1435342_at	potassium inwardly-rectifying channel, subfamily K, member 6	Kcnk6	chrX:52662854-52663432 (-) // 39.39 // qA5 /// chr7:1	52150	52150	4	0.25	2.1	2.9	2.7	1.3	1.1	2.1	1.0	141	433	205	351	164	167	154	142	191	217	160	330	212	292	63	149	78	220	65	138	60	107	53	68			
1420760_s_at	N-myc downstream regulated-like	Ndrl	chr15:67198971-67239271 (-) // 92.39 // qD2	17990	17990	4	0.02	2.1	3.0	4.7	1.0	0.4	0.7	0.9	5577	5002	3846	2355	4112	3791	2961	3064	1905	815	2461	1595	556	500	1001	1128	277	516	645	1326	522	828	305	314			
1438724_at	oxysterol binding protein-like 3	Osbpl3	chr6:50243964-50246561 (-) // 99.15 // qB2.3	---	---	4	-0.08	2.1	3.2	3.1	1.6	0.9	1.0	0.8	204	112	153	88	204	161	159	125	91	83	80	82	138	69	25	123	33	147	29	59	26	39	21	33			
1441045_at	---	---	chr9:78814725-78820194 (+) // 97.91 // qE1	---	---	4	0.31	2.1	1.3	3.6	0.8	0.7	0.8	1.1	153	116	307	197	161	172	92	87	114	76	139	111	108	115	104	153	58	205	87	179	39	66	68	52			
1457548_at	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6	Adamts6	chr13:101188914-101189559 (+) // 99.06 // qD1	108154	108154	4	0.38	2.0	0.7	1.8	0.8	1.6	5.6	1.3	150	537	372	781	112	149	106	128	70	111	81	455	97	285	114	271	68	189	98	200	47	78	79	66			
1421891_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	St3gal2	chr8:110283427-110298880 (+) // 94.49 // qE1	20444	20444	4	0.24	2.0	2.8	3.3	0.6	0.8	1.0	1.4	125	137	179	144	107	150	42	63	137	109	155	146	30	28	56	74	47	73	50	101	46	84	41	26			
1428938_at	guanine nucleotide binding protein, alpha q polypeptide	Gnaq	chr19:15663082-15665928 (+) // 95.54 // qA	14682	14682	4	0.19	2.0	5.8	6.6	1.0	1.2	2.4	2.0	346	745	686	683	287	571	222	317	313	361	259	617	128	176	75	127	94	270	54	108	40	86	19	20			
1435338_at	cyclin-dependent kinase 6	Cdk6	chr5:3533740-3537014 (+) // 98.19 // qA1	330039	330039	4	-0.06	2.0	8.4	12.2	3.5	1.3	0.6	1.0	2681	2057	1868	2233	1860	1900	850	1113	2465	3073	2722	1691	1283	705	660	1995	259	542	295	592	224	602	174	614			
1449072_a_at	RIKEN cDNA 2510005D08 gene	2510005D08Rik	chr14:49538101-49558176 (-) // 89.78 // qC2	68043	68043	4	0.56	2.0	1.2	1.4	1.2	1.3	1.6	1.1	364	659	496	689	435	459	350	394	405	531	490	803	286	303	358	545	310	571	332	669	341	639	577	705			
1451998_at	taspase, threonine aspartase 1	Tasp1	chr2:139582502-139815786 (-) // 97.72 // qF3	75812	75812	4	0.33	2.0	3.1	3.0	0.9	1.3	1.8	1.4	203	504	526	330	257	353	101	153	75	94	266	486	36	55	34	80	197	486	24	47	88	202	43	37			
1424810_at	taspase, threonine aspartase 1	Tasp1	chr2:139725241-139734215 (-) // 56.02 // qF3	75812	75812	4	0.31	2.0	2.9	2.3	1.4	1.0	2.1	1.2	196	411	410	315	222	269	101	137	115	120	190	407	61	70	53	95	140	270	40	79	84	164	83	118			
1431213_a_at	RIKEN cDNA 1300007C21 gene /// similar to RIKEN cDNA 1300007C21 gene /// similar to NADH-ubiquinone oxidoreductase MWFE subunit (Complex I-MWFE) (CI-MWFE) /// hypothetical protein LOC670993 /// hypothetical protein LOC673100	1300007C21Rik /// LOC668462 /// LOC668581 /// LOC670993 /// LOC673100	---	---	---	4	0.03	2.0	9.1	16.9	1.2	1.3	2.6	1.0	716	1042	1064	1407	852	885	728	632	622	789	522	1347	1115	1284	235	851	142	541	68	133	31	90	12	14			
1428107_at	SH3-binding domain glutamic acid-rich protein like	Sh3bgrl	chrX:100565697-100566827 (+) // 97.5 // qD	56726	56726	4	-0.14	1.9	9.7	9.1	3.9	0.9	1.1	1.0	623	532	1074	766	783	757	688	635	1082	1007	898	990	583	576	238	481	274	672	111	216	99	256	106	411			
1455287_at	cyclin-dependent kinase 6	Cdk6	chr5:3533740-3537014 (+) // 98.19 // qA1	330039	330039	4	0.00	1.9	14.4	4.4	3.1	1.2	0.7	1.0	1072	900	800	806	683	700	335	425	930	1082	964	691	541	314	275	991	240	525	65	125	219	470	150	468			
1426063_a_at	GTP binding protein (gene overexpressed in skeletal muscle)	Gem	chr4:11632129-11641072 (+) // 97.38 // qA1	14579	14579	4	0.07	1.9	8.7	5.0	1.5	1.4	1.3	1.0	29	177	110	249	49	50	34	37	174	235	100	129	129	176	21	57	20	60	20	39	20	34	21	31			
1427167_at	expressed sequence AI448196	AI448196	chrX:124701977-124703901 (+) // 93.54 // qE3	102910	102910	4	0.22	1.9	4.9	8.3	0.9	1.1	1.6	0.8	240	384	318	541	129	104	86	78	175	190	271	429	155	85	83	159	41	137	36	69	33	62	46	39			
1417513_at	ecotropic viral integration site 5	Evi5	chr5:105186475-105316759 (-) // 93.07 // qE5	14020	14020	4	0.21	1.9	3.5	3.4	0.6	0.9	1.9	1.6	82	169	105	176	72	111	89	115	174	151	165	319	101	137	64	155	66	130	50	95	49	97	62	36			
1420353_at	lymphotoxin A	Lta	chr17:33698658-33700161 (-) // 88.85 // qB1	16992	16992	4	0.29	1.9	1.8	3.5	0.4	4.0	2.3	1.4	464	959	609	637	206	292	105	115	204	809	385	881	122	93	100	252	99	226	112	212	110	248	139	58			
1437085_at	RIKEN cDNA D630039A03 gene	D630039A03Rik	chr4:57176581-57177329 (-) // 95.01 // qB3	242484	242484	4	0.16	1.9	2.9	3.2	1.0	1.4	1.6	1.3	370	447	434	340	407	538	347	413	276	391	299	488	235	222	57	97	79	167	96	179	93	324	42	43			
1452654_at	---	---	chr8:39586859-39599673 (+) // 92.45 // qA4	---	---	4	-0.01	1.9	4.2	6.6	5.5	1.0	0.9	0.8	327	265	449	341	371	301	200	187	391	389	463	395	190	99	72	190	111	267	93	174	70	105	36	194			
1434310_at	bone morphogenic protein receptor, type II (serine/threonine kinase)	Bmpr2	chr1:60278852-60281435 (+) // 94.75 // qC2	69210	69210	4	0.13	1.9	4.5	6.0	0.5	1.0	1.4	1.3	971	1825	1365	2591	916	1141	1086	1156	1733	1719	1612	2306	806	1145	522	876	327	1083	388	718	269	566	312	160			
1422303_a_at	tumor necrosis factor receptor superfamily, member 18	Tnfrsf18	chr4:153912283-153914831 (+) // 98.04 // qE2	21936	21936	4	0.17	1.8	4.1	5.8	0.5	0.7	0.8	1.6	1892	2230	3174	1938	1907	3128	1492	2035	3029	2002	2516	1942	1238	1056	936	2948	707	1929	744	1371	437	1477	913	427			
1454709_at	transmembrane protein 64	Tmem64	chr4:15193228-15212790 (+) // 90.93 // qA2	100201	100201	4	0.07	1.8	2.1	2.4	0.4	0.7	1.0	1.2	3896	3602	4640	3809	4579	5436	4740	5321	2063	1331	2047	2122	1041	873	1682	2297	996	1964	975	1797	844	2294	1321	526			
1416022_at	fatty acid binding protein 5, epidermal	Fabp5	chr3:10069521-10073530 (+) // 86.56 // qA1 /// chr9:5	16592	16592	4	-0.04	1.8	10.5	16.6	3.1	0.8	0.7	0.7	566	296	597	529	364	243	140	117	698	537	929	608	129	47	151	520	63	209	66	122	56	109	64	197			
1448659_at	caspase 7	Casp7	chr19:55781703-55829086 (+) // 93.47 // qD2	12369	12369	4	0.54	1.8	1.5	1.4	1.9	1.4	1.9	1.1	230	518	379	569	255	268	168	183	243	335	237	448	115	157	174	333	159	367	164	301	175	329	129	242			
1455665_at	LON peptidase N-terminal domain and ring finger 1 /// similar to CG32369-PB, isoform B	Lonrf1 /// LOC631639	chr8:35185744-35186579 (-) // 98.7 // qA4	---	---	4	0.48	1.8	1.0	2.1	1.1	1.9	1.8	0.9	343	390	468	437	176	156	115	100	234	455	414	750	143	170	308	727	230	364	230	421	195	369	150	170			
1434564_at	E2F transcription factor 3	E2f3	chr13:29286257-29288566 (-) // 93.91 // qA3.2	13557	13557	4	-0.16	1.8	7.5	7.0	1.8	1.1	0.7	1.1	527	482	668	474	457	489	260	283	597	653	694	515	285	244	260	352	123	187	80	145	99	154	236	421			
1458963_at	RIKEN cDNA 1810054D07 gene	1810054D07Rik	chr4:81514296-81516782 (-) // 99.37 // qC3	69863	69863	4	0.03	1.8	3.1	3.2	1.9	2.3	1.6	1.1	57	118	88	119	66	75	64	63	90	206	97	159	69	116	22	51	43	79	29	53	31	47	36	69			
1433934_at	SEC24 related gene family, member A (S. cerevisiae)	Sec24a	chr11:51332002-51333915 (-) // 89.37 // qB1.3	77371	77371	4	0.33	1.8	1.6	2.3	0.8	1.2	1.5	1.2	475	628	840	784	417	503	351	450	290	356	340	520	370	382	161	301	199	407	187	334	151	333	128	103			
1452192_at	cDNA sequence BC053440	BC053440	chr8:65864778-65871855 (+) // 92.5 // qB3.1	234344	234344	4	0.48	1.8	1.8	2.6	1.3	1.1	0.9	1.2	868	1011	1599	1338	539	655	418	486	828	937	1203	1059	586	343	285	766	479	938	464	829	465	914	390	499			
1426246_at	protein S (alpha)	Pros1	chr16:63111793-63188260 (+) // 96.56 // qC1.3	19128	19128	4	0.00	1.8	8.0	9.3	1.0	1.1	1.0	1.9	155	348	464	488	198	367	152	186	518	583	557	550	122	207	38	82	63	206	65	115	60	103	80	76			
1453572_a_at	proteolipid protein 2	Plp2	chrX:5956936-5960351 (-) // 84.73 // qA1.1	18824	18824	4	-0.04	1.8	4.2	4.3	1.9	0.7	1.1	0.9	4741	3516	5150	4196	4895	4572	4436	3886	4557	3157	3766	3992	3307	1970	900	2452	937	1943	1076	1884	874	2035	723	1394			
1421892_at	---	---	chr8:110283427-110298880 (+) // 94.49 // qE1	---	---	4	0.41	1.7	1.7	1.9	0.5	0.9	1.2	1.3	97	137	162	148	82	102	46	62	94	82	108	128	40	24	69	108	64	109	56	97	56	99	77	36			
1417094_at	acyl-CoA thioesterase 7	Acot7	chr4:150064075-150157794 (+) // 96.09 // qE2	70025	70025	4	-0.09	1.7	5.4	5.4	3.3	1.3	1.3	1.0	381	439	436	390	382	387	206	240	697	890	589	743	350	232	179	473	127	248	129	220	109	212	147	479			
1437017_at	expressed sequence AI480653	AI480653	chr16:30819376-30821335 (-) // 73.94 // qB2	268880	268880	4	0.53	1.7	1.3	1.8	1.0	1.1	1.1	1.1	175	304	283	335	176	186	133	138	137	151	178	192	96	91	110	183	107	197	106	182	100	178	48	47			
1421871_at	SH3-binding domain glutamic acid-rich protein like	Sh3bgrl	chrX:100499720-100566292 (+) // 94.67 // qD	56726	56726	4	-0.23	1.7	17.3	19.2	3.7	0.9	1.0	1.1	646	504	1039	848	661	739	641	528	1058	953	848	840	462	496	185	359	194	435	61	101	44	115	135	504			
1427144_at	heterogeneous nuclear ribonucleoprotein L-like	Hnrpll	chr17:78577255-78610120 (-) // 85.43 // qE3	72692	72692	4	0.04	1.6	3.5	4.1	1.2	1.7	1.6	1.1	1769	2497	2428	2552	1794	1949	1265	1350	1754	3042	1952	3135	757	1311	853	1366	862	1963	503	820	473	734	964	1191			
1417564_at	cofactor required for Sp1 transcriptional activation, subunit 9	Crsp9	chr11:46076713-46081385 (+) // 98.52 // qB1.1	66213	66213	4	0.29	1.6	2.6	3.0	1.0	1.0	1.2	1.3	190	307	285	327	162	208	135	155	274	271	293	362	184	229	208	342	217	341	107	173	100	181	198	204			
1448770_a_at	ATPase inhibitory factor 1	Atpif1	chr4:130756432-130759517 (+) // 85.08 // qD2.3	11983	11983	4	0.03	1.6	3.7	4.7	2.4	0.9	0.9	0.9	1153	851	1450	983	1299	1161	814	791	1767	1493	1934	1682	971	782	593	1555	501	828	479	770	409	891	316	766			
1422880_at	synaptophysin-like protein	Sypl	chr12:27973124-27996546 (+) // 87.21 // qA2	19027	19027	4	0.13	1.6	5.5	7.6	1.9	0.7	0.9	1.3	1946	2985	3686	3444	1391	1835	722	962	2502	1799	2373	2138	617	670	1685	2048	926	1601	458	728	311	783	1033	1934			
1426371_at	male sterility domain containing 2	Mlstd2	chr7:100784363-100841396 (+) // 98.04 // qE3	67420	67420	4	-0.11	1.6	16.2	14.8	1.1	1.0	1.0	0.9	669	697	1085	815	712	614	409	470	896	931	818	826	468	382	621	741	380	709	55	88	55	145	277	298			
1452094_at	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide	P4ha1	chr10:59076940-59125974 (+) // 97.12 // qB4	18451	18451	4	-0.08	1.6	2.8	4.0	0.9	1.0	0.5	1.0	407	404	373	211	369	359	250	305	239	230	313	168	135	135	139	191	89	140	85	136	78	128	103	95			
1418386_at	RIKEN cDNA 2510005D08 gene	2510005D08Rik	chr14:49538101-49558176 (-) // 89.78 // qC2	68043	68043	4	0.14	1.6	2.2	3.1	1.6	1.3	1.4	1.0	209	354	314	379	267	276	184	223	257	334	317	451	142	155	192	255	127	246	116	183	102	187	218	340			
1438121_at	SEC24 related gene family, member A (S. cerevisiae)	Sec24a	chr11:51381777-51383008 (-) // 57.88 // qB1.3	77371	77371	4	0.38	1.6	1.8	1.6	1.0	1.1	1.6	1.1	117	149	161	169	106	120	100	104	92	99	102	161	91	109	91	117	107	185	50	80	62	104	50	52			
1450945_at	protein kinase C, alpha	Prkca	chr11:107609128-108015053 (-) // 94.55 // qE1	18750	18750	4	0.40	1.6	1.6	1.4	2.1	1.3	1.1	1.2	299	318	372	312	273	333	224	227	225	291	304	321	168	155	133	187	181	358	144	226	219	455	206	433			
1422881_s_at	synaptophysin-like protein	Sypl	chr12:27973124-27996546 (+) // 87.21 // qA2	19027	19027	4	0.46	1.6	2.1	2.7	1.7	0.7	0.9	1.2	904	1539	1897	1657	782	913	449	644	1366	932	1301	1211	484	424	1101	1591	792	1302	650	1010	487	984	388	674			
1428485_at	carbonic anyhydrase 12	Car12	chr9:66956370-67008434 (+) // 98.74 // qC	76459	76459	4	0.12	1.6	2.0	4.2	0.9	1.0	0.6	0.9	324	244	199	154	144	132	86	101	149	146	228	136	73	48	59	86	49	76	76	119	55	93	36	32			
1450388_s_at	twisted gastrulation homolog 1 (Drosophila)	Twsg1	chr17:64285565-64314000 (-) // 92.92 // qE1.1	65960	65960	4	0.07	1.5	2.3	3.1	1.4	1.5	1.2	1.2	648	859	1028	1263	722	859	603	624	704	1045	831	1024	454	661	665	589	524	1210	302	466	268	464	557	767			
1433976_at	DNA segment, Chr 10, University of California at Los Angeles 1	D10Ucla1	chr4:75826834-75827417 (+) // 45.21 // qC3 /// chr10:	103168	103168	4	0.33	1.5	1.9	1.9	1.1	1.3	1.4	1.0	282	379	509	396	293	305	295	295	275	362	329	453	256	311	168	344	242	475	147	223	177	297	129	143			
1438761_a_at	ornithine decarboxylase, structural 1 /// similar to Ornithine decarboxylase (ODC) /// similar to Ornithine decarboxylase (ODC) /// similar to Ornithine decarboxylase (ODC) /// hypothetical protein LOC671973 /// similar to Ornithine decarboxylase (ODC)	Odc1 /// LOC666231 /// LOC668343 /// LOC670279 /// LOC671973 /// LOC673302	chr12:17677710-17678185 (+) // 76.53 // qA1.2	18263	18263	4	0.08	1.5	3.1	5.9	2.1	1.3	0.8	1.9	2749	3357	3649	3055	1897	3536	898	1628	2591	3247	3835	3215	1751	1325	678	2423	1270	2479	829	1258	646	1087	591	1268			
1451508_at	RIKEN cDNA 1700108L22 gene	1700108L22Rik	chr3:40699138-40726140 (+) // 94.45 // qB	214048	214048	4	0.25	1.5	1.7	3.0	2.1	1.2	1.4	1.2	926	1233	1361	1133	728	855	504	565	587	710	888	1263	377	378	200	487	306	473	340	516	297	488	232	489			
1455549_at	SEC14 and spectrin domains 1	Sestd1	chr2:77074509-77075736 (-) // 70.64 // qC3	228071	228071	4	0.21	0.7	0.4	0.5	1.5	1.4	4.3	1.1	118	811	175	707	120	125	91	99	112	154	124	537	72	85	426	294	156	64	270	178	255	103	153	229			
1435323_a_at	membrane bound O-acyltransferase domain containing 1	Mboat1	chr13:29625030-29626398 (+) // 92.42 // qA3.2	218121	218121	4	-0.46	0.6	2.6	2.6	1.6	0.7	0.5	0.8	277	143	151	113	297	230	217	223	263	180	253	124	73	69	121	64	108	56	100	61	97	56	68	106			
1427094_at	polymerase (DNA directed), epsilon 2 (p59 subunit)	Pole2	chr12:64467305-64493723 (-) // 98.43 // qC2	18974	18974	4	-0.41	0.3	1.4	2.1	3.9	1.1	0.9	0.7	1099	644	1079	792	1114	829	690	472	1028	1176	1087	935	407	257	745	685	400	166	743	231	526	212	269	1040			
1428834_at	dual specificity phosphatase 4	Dusp4	chr8:33779222-33781381 (+) // 92.63 // qA4	319520	319520	5	0.37	12.3	16.7	23.7	1.8	1.4	1.3	2.2	81	408	767	934	67	146	48	66	733	1058	672	856	190	91	98	1580	74	580	44	541	28	390	119	220			
1443937_at	Expressed sequence AI790276	AI790276	chr15_random:1895932-1896809 (+) // 95.38 // /// chr1	16185	16185	5	0.77	10.3	6.5	6.5	2.0	0.8	0.8	1.4	1063	1520	1916	1388	1188	1641	764	1068	1708	1305	1579	1224	1366	828	155	1505	223	1633	262	2695	243	2773	551	1119			
1459870_x_at	Interleukin 2 receptor, beta chain	Il2rb	chr15_random:1895345-1895455 (+) // 51.43 //	16185	16185	5	0.72	10.1	6.2	5.4	1.9	0.8	0.6	1.6	189	247	393	198	189	294	82	144	435	324	385	235	376	196	32	246	93	489	70	710	71	594	73	137			
1419334_at	cytotoxic T-lymphocyte-associated protein 4	Ctla4	chr1:61311842-61318650 (+) // 95.06 // qC2	12477	12477	5	0.32	9.2	17.6	16.9	3.3	0.5	0.9	2.8	412	693	1701	1144	438	1212	706	1173	2291	1232	1473	1312	1942	1631	98	2446	361	3589	130	1204	87	1452	146	478			
1448759_at	interleukin 2 receptor, beta chain	Il2rb	chr15_random:1880939-1895545 (+) // 99.5 // /// chr15	16185	16185	5	0.65	9.2	6.1	6.1	2.7	0.8	0.5	1.7	270	322	548	303	317	524	171	216	621	466	573	289	466	272	65	241	77	459	102	940	94	1065	142	385			
1449310_at	prostaglandin E receptor 2 (subtype EP2)	Ptger2	chr14:37638620-37653724 (+) // 98.8 // qB	19217	19217	5	0.31	5.7	8.7	6.2	1.7	0.6	0.7	1.6	257	181	291	158	191	313	235	325	571	331	446	291	213	133	36	294	178	867	66	371	72	330	122	202			
1420351_at	tumor necrosis factor receptor superfamily, member 4	Tnfrsf4	chr4:153899636-153902554 (+) // 91.97 // qE2	22163	22163	5	0.37	5.3	10.6	10.6	0.8	0.6	0.6	1.9	899	1329	2208	1455	840	1623	592	926	2755	1566	2300	1296	237	211	330	2717	330	2034	261	1368	217	1419	247	203			
1424923_at	serine (or cysteine) peptidase inhibitor, clade A, member 3G	Serpina3g	chr12:98945725-98954500 (+) // 92.56 // qE	20715	20715	5	-0.05	4.7	12.7	18.2	1.5	2.9	0.4	1.7	112	156	318	325	153	258	93	106	1136	3250	1971	787	436	428	64	397	161	1312	90	424	108	373	71	106			
1428484_at	oxysterol binding protein-like 3	Osbpl3	chr6:50246248-50405896 (-) // 97.06 // qB2.3	71720	71720	5	-0.08	4.5	7.9	12.2	6.2	1.0	0.7	0.8	851	468	661	310	935	711	643	488	714	678	568	402	558	300	59	449	108	565	91	409	47	267	43	263			
1418203_at	phorbol-12-myristate-13-acetate-induced protein 1	Pmaip1	chr18:66984542-66991529 (+) // 67.03 // qE1	58801	58801	5	0.43	4.1	3.0	10.8	4.1	0.9	0.8	0.9	332	337	722	677	381	326	243	285	690	618	558	467	672	503	118	591	49	260	229	934	51	387	38	155			
1452127_a_at	protein tyrosine phosphatase, non-receptor type 13	Ptpn13	chr5:100911923-100960497 (+) // 95.87 // qE5	19249	19249	5	0.41	4.1	5.0	4.9	1.8	0.5	0.5	1.4	98	121	197	147	104	146	87	115	324	157	287	142	83	69	61	163	109	253	65	265	59	156	19	34			
1438169_a_at	FERM domain containing 4B	Frmd4b	chr6:97664098-97664397 (-) // 98.33 // qD3	232288	232288	5	-0.11	3.8	13.1	9.4	6.7	1.0	0.9	1.3	86	128	112	114	120	157	67	91	1035	1079	579	506	158	417	77	217	127	429	79	303	62	191	76	506			
1420691_at	interleukin 2 receptor, alpha chain	Il2ra	chr2:11593911-11644298 (+) // 62.11 // qA1	16184	16184	5	0.12	3.6	9.4	9.4	0.8	0.5	0.7	1.7	236	269	475	190	213	355	141	186	604	304	544	355	122	159	58	175	55	176	64	228	58	236	65	54			
1417951_at	enolase 3, beta muscle	Eno3	chr11:70269775-70275069 (+) // 91.92 // qB3	13808	13808	5	0.36	3.5	2.2	2.8	0.4	1.5	1.7	1.9	186	161	400	310	169	315	161	209	249	361	357	601	311	133	157	747	97	252	112	390	130	253	91	34			
1416021_a_at	fatty acid binding protein 5, epidermal /// similar to Fatty acid-binding protein, epidermal (E-FABP) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP) (Keratinocyte lipid-binding protein) /// similar to Fatty acid-binding protein, epide	Fabp5 /// LOC628298 /// LOC637129 /// LOC669559 /// LOC672321	chr3:10069521-10073530 (+) // 86.56 // qA1 /// chr9:5	16592	16592	5	0.10	3.4	8.8	12.0	3.8	0.8	0.6	0.6	1265	713	1538	1226	907	554	275	251	1676	1249	2353	1454	382	84	394	1520	161	678	191	650	197	449	112	428			
1425145_at	interleukin 1 receptor-like 1	Il1rl1	chr1:40764844-40790758 (+) // 84.31 // qB	17082	17082	5	0.11	3.3	18.2	11.7	1.6	0.5	0.3	1.3	195	343	1220	737	200	252	293	296	2003	987	1295	396	114	103	95	1315	127	1095	110	362	111	295	80	125			
1423543_at	SWA-70 protein	Swap70	chr7:97492448-97553591 (+) // 99.85 // qE3	20947	20947	5	0.37	3.2	5.5	3.2	0.6	0.7	0.8	1.3	126	80	172	129	131	165	115	130	396	294	208	168	112	149	87	362	85	362	73	233	66	331	209	114			
1418402_at	a disintegrin and metallopeptidase domain 19 (meltrin beta)	Adam19	chr11:45695726-45787078 (+) // 90.32 // qB1.1	11492	11492	5	0.23	3.1	3.3	3.7	3.4	1.4	1.3	0.9	701	1139	783	1043	605	519	350	321	1332	1830	1128	1426	737	1131	202	547	306	536	400	1221	306	774	333	1145			
1433908_a_at	cortactin	Cttn	chr7:132140435-132140793 (-) // 89.46 // qF5	---	---	5	0.02	3.0	7.3	9.5	1.3	1.2	1.4	0.9	20	38	27	42	22	20	22	20	269	329	263	357	21	35	39	76	46	112	37	111	28	48	19	25			
1416330_at	CD 81 antigen	Cd81	chr7:130757560-130772702 (+) // 90.87 // qF5	12520	12520	5	0.46	2.9	2.7	2.8	0.6	0.2	0.7	1.2	948	634	1438	947	815	964	706	758	1004	169	1108	772	111	40	1150	1699	320	1197	369	1068	399	1114	316	178			
1453228_at	syntaxin 11	Stx11	chr10:12650759-12674861 (-) // 98.71 // qA1	74732	74732	5	0.11	2.9	5.9	8.3	4.5	0.8	0.5	1.4	130	206	346	290	129	178	132	133	635	511	710	350	230	173	82	462	304	769	107	306	85	269	138	618			
1437908_a_at	RIKEN cDNA 1200007D18 gene	1200007D18Rik	chr17:25243978-25244297 (+) // 94.03 // qA3.3	67458	67458	5	0.60	2.8	1.9	2.2	0.5	1.2	0.8	1.0	513	407	762	426	396	403	243	249	658	816	772	632	399	340	252	630	251	812	350	990	352	651	155	79			
1455898_x_at	solute carrier family 2 (facilitated glucose transporter), member 3	Slc2a3	chr6:123365384-123365773 (-) // 88.75 // qF2	20527	20527	5	0.08	2.8	3.4	2.7	0.7	0.2	0.2	1.6	2788	1181	1136	525	1390	2243	1851	2607	2470	518	2035	400	2197	837	676	852	561	1553	725	2047	764	1885	534	361			
1422631_at	aryl-hydrocarbon receptor	Ahr	chr12:30239674-30566510 (-) // 83.51 // qA2	11622	11622	5	0.28	2.8	3.6	3.3	1.2	2.9	4.2	1.0	60	362	175	599	57	54	55	61	448	1317	315	1321	58	365	128	1031	159	1334	125	348	96	322	158	197			
1460469_at	tumor necrosis factor receptor superfamily, member 9	Tnfrsf9	chr4:148806131-148832046 (+) // 78.74 // qE2	21942	21942	5	-0.01	2.6	10.0	6.4	0.3	0.7	0.4	2.6	554	559	976	347	283	747	217	320	1508	1019	1097	488	396	217	166	760	227	636	151	400	173	411	467	147			
1418099_at	tumor necrosis factor receptor superfamily, member 1b	Tnfrsf1b	chr4:143548748-143582172 (-) // 83.39 // qE1	21938	21938	5	0.46	2.6	1.8	2.6	1.1	1.3	1.4	1.3	184	254	315	282	180	226	124	144	354	453	339	463	327	448	134	610	145	547	196	498	129	310	243	260			
1416419_s_at	gamma-aminobutyric acid (GABA(A)) receptor-associated protein-like 1	Gabarapl1	chr6:130194574-130203740 (+) // 97.08 // qF3	57436	57436	5	-0.11	2.5	3.3	5.4	2.3	1.7	1.2	1.2	985	763	703	764	850	986	894	1007	897	1563	989	1142	1298	1398	276	605	191	469	272	682	183	588	254	572			
1437052_s_at	solute carrier family 2 (facilitated glucose transporter), member 3	Slc2a3	chr6:123365384-123365773 (-) // 88.75 // qF2	20527	20527	5	0.10	2.5	3.0	2.5	0.6	0.2	0.2	1.6	2818	1270	1271	562	1494	2320	2137	2846	2629	528	2169	431	2359	907	806	1028	628	1745	890	2176	858	2154	468	270			
1418829_a_at	enolase 2, gamma neuronal	Eno2	chr6:125378799-125386775 (-) // 90.14 // qF3	13807	13807	5	-0.05	2.4	7.0	6.8	1.0	0.2	0.2	1.0	195	47	65	33	61	62	63	56	218	45	166	38	66	26	53	187	24	43	31	76	25	49	18	18			
